Item,Total Price,Unit Price,Date
Scroll for Pole Arm for ATT 60%,"938,885","187,777",2025-07-07
Scroll for Pole Arm for ATT 60%,"199,998","99,999",2025-07-06
Scroll for Pole Arm for ATT 60%,"390,000","130,000",2025-07-06
Scroll for Pole Arm for ATT 60%,"150,000","50,000",2025-07-05
Scroll for Pole Arm for ATT 60%,"44,444","44,444",2025-07-04
Scroll for Pole Arm for ATT 60%,"66,666","66,666",2025-07-04
Scroll for Pole Arm for ATT 60%,"88,000","88,000",2025-07-04
Scroll for Pole Arm for ATT 60%,"97,999","97,999",2025-07-04
Scroll for Pole Arm for ATT 60%,"149,997","49,999",2025-07-03
Scroll for Pole Arm for ATT 60%,"77,777","77,777",2025-07-03
Scroll for Pole Arm for ATT 60%,"540,000","90,000",2025-06-29
Scroll for Pole Arm for ATT 60%,"99,000","99,000",2025-06-29
Scroll for Pole-Arm for Accuracy 10%,"570,000","95,000",2025-07-15
Scroll for Pole-Arm for Accuracy 10%,"420,000","70,000",2025-07-14
Scroll for Pole-Arm for Accuracy 10%,"65,000","65,000",2025-07-12
Scroll for Pole-Arm for Accuracy 10%,"599,328","99,888",2025-07-12
Scroll for Pole-Arm for Accuracy 10%,"199,998","99,999",2025-07-12
Scroll for Pole-Arm for Accuracy 10%,"99,999","99,999",2025-07-12
Scroll for Pole-Arm for Accuracy 10%,"899,091","99,899",2025-07-07
Scroll for Pole-Arm for Accuracy 10%,"2,499,975","99,999",2025-07-07
Scroll for Pole-Arm for Accuracy 10%,"233,331","77,777",2025-07-06
Scroll for Pole-Arm for Accuracy 10%,"89,999","89,999",2025-07-06
Scroll for Pole-Arm for Accuracy 10%,"499,995","99,999",2025-07-06
Scroll for Pole-Arm for Accuracy 10%,"199,998","99,999",2025-07-06
Scroll for Pole-Arm for Accuracy 10%,"99,999","99,999",2025-07-06
Scroll for Pole-Arm for Accuracy 10%,"200,000","100,000",2025-07-06
Scroll for Pole-Arm for Accuracy 10%,"220,000","110,000",2025-07-05
Scroll for Pole-Arm for Accuracy 10%,"2,220,000","111,000",2025-07-05
Scroll for Pole-Arm for Accuracy 10%,"111,111","111,111",2025-07-05
Scroll for Pole-Arm for Accuracy 10%,"160,000","40,000",2025-07-03
Scroll for Pole-Arm for Accuracy 10%,"160,000","40,000",2025-07-03
Scroll for Pole-Arm for Accuracy 10%,"80,000","40,000",2025-07-03
Scroll for Pole-Arm for Accuracy 10%,"80,000","40,000",2025-07-03
Scroll for Pole-Arm for Accuracy 10%,"222,222","111,111",2025-06-30
Scroll for Pole-Arm for Accuracy 10%,"222,222","111,111",2025-06-30
Scroll for Pole-Arm for Accuracy 10%,"90,000","90,000",2025-06-29
Scroll for Pole-Arm for Accuracy 10%,"100,000","100,000",2025-06-29
Scroll for Pole-Arm for Accuracy 10%,"435,552","108,888",2025-06-29
Scroll for Pole-Arm for Accuracy 60%,"349,993","49,999",2025-07-15
Scroll for Pole-Arm for Accuracy 60%,"600,000","50,000",2025-07-15
Scroll for Pole-Arm for Accuracy 60%,"600,000","50,000",2025-07-15
Scroll for Pole-Arm for Accuracy 60%,"119,664","39,888",2025-07-14
Scroll for Pole-Arm for Accuracy 60%,"479,988","39,999",2025-07-14
Scroll for Pole-Arm for Accuracy 60%,"175,000","35,000",2025-07-13
Scroll for Pole-Arm for Accuracy 60%,"240,000","40,000",2025-07-13
Scroll for Pole-Arm for Accuracy 60%,"45,000","45,000",2025-07-13
Scroll for Pole-Arm for Accuracy 60%,"152,000","76,000",2025-07-07
Scroll for Pole-Arm for Accuracy 60%,"76,000","76,000",2025-07-07
Scroll for Pole-Arm for Accuracy 60%,"233,331","77,777",2025-07-07
Scroll for Pole-Arm for Accuracy 60%,"239,997","79,999",2025-07-07
Scroll for Pole-Arm for Accuracy 60%,"415,000","83,000",2025-07-07
Scroll for Pole-Arm for Accuracy 60%,"680,000","85,000",2025-07-07
Scroll for Pole-Arm for Accuracy 60%,"1,066,656","88,888",2025-07-07
Scroll for Pole-Arm for Accuracy 60%,"1,528,880","95,555",2025-07-07
Scroll for Pole-Arm for Accuracy 60%,"30,000","10,000",2025-07-06
Scroll for Pole-Arm for Accuracy 60%,"55,555","55,555",2025-06-29
Scroll for Pole-Arm for Accuracy 60%,"98,888","98,888",2025-06-29
Scroll for Pole-Arm for Accuracy 60%,"99,999","99,999",2025-06-29
Scroll for Pole-Arm for Accuracy 60%,"240,000","120,000",2025-06-29
Scroll for Pole-Arm for Accuracy 60%,"540,000","180,000",2025-06-29
Scroll for Pole-Arm for ccuracy 10v,"368,000","92,000",2025-07-15
Scroll for Pole-Arm for Ассигасу 10%,"499,995","99,999",2025-07-12
Scroll for Pole-Armfor Accuracy 10%,"1,536,000","96,000",2025-07-14
Scroll for Shield for DEF 10%,"50,000","50,000",2025-07-15
Scroll for Shield for DEF 10%,"50,000","50,000",2025-07-15
Scroll for Shield for DEF 10%,"24,199,758","99,999",2025-07-15
Scroll for Shield for DEF 10%,"99,999","99,999",2025-07-14
Scroll for Shield for DEF 10%,"60,000","30,000",2025-07-13
Scroll for Shield for DEF 10%,"179,998","89,999",2025-07-07
Scroll for Shield for DEF 10%,"1,400,000","100,000",2025-07-07
Scroll for Shield for DEF 10%,"99,999","99,999",2025-07-06
Scroll for Shield for DEF 10%,"1,540,000","140,000",2025-07-06
Scroll for Shield for DEF 10%,"269,997","89,999",2025-07-05
Scroll for Shield for DEF 10%,"99,888","99,888",2025-07-05
Scroll for Shield for DEF 10%,"99,999","99,999",2025-07-05
Scroll for Shield for DEF 10%,"99,999","99,999",2025-07-05
Scroll for Shield for DEF 10%,"99,999","99,999",2025-07-05
Scroll for Shield for DEF 10%,"440,000","110,000",2025-07-05
Scroll for Shield for DEF 10%,"155,554","77,777",2025-07-04
Scroll for Shield for DEF 10%,"299,985","19,999",2025-07-03
Scroll for Shield for DEF 10%,"108,888","108,888",2025-07-03
Scroll for Shield for DEF 10%,"219,998","109,999",2025-07-03
Scroll for Shield for DEF 10%,"239,998","119,999",2025-07-03
Scroll for Shield for DEF 10%,"840,000","120,000",2025-07-03
Scroll for Shield for DEF 10%,"159,999","159,999",2025-07-03
Scroll for Shield for DEF 10%,"177,776","88,888",2025-06-29
Scroll for Shield for DEF 60%,"100,000","50,000",2025-06:30
Scroll for Shield for DEF 60%,"100,000","50,000",2025-06:30
Scroll for Shield for DEF 60%,"42,010","42,010",2025-07-15
Scroll for Shield for DEF 60%,"59,999","59,999",2025-07-15
Scroll for Shield for DEF 60%,"64,000","64,000",2025-07-15
Scroll for Shield for DEF 60%,"267,996","66,999",2025-07-15
Scroll for Shield for DEF 60%,"135,998","67,999",2025-07-15
Scroll for Shield for DEF 60%,"88,888","44,444",2025-07-13
Scroll for Shield for DEF 60%,"195,552","48,888",2025-07-13
Scroll for Shield for DEF 60%,"400,000","50,000",2025-07-13
Scroll for Shield for DEF 60%,"50,000","50,000",2025-07-13
Scroll for Shield for DEF 60%,"200,020","50,005",2025-07-07
Scroll for Shield for DEF 60%,"450,000","90,000",2025-07-07
Scroll for Shield for DEF 60%,"277,775","55,555",2025-07-06
Scroll for Shield for DEF 60%,"579,996","96,666",2025-07-06
Scroll for Shield for DEF 60%,"199,996","49,999",2025-07-05
Scroll for Shield for DEF 60%,"146,664","48,888",2025-07-04
Scroll for Shield for DEF 60%,"150,000","30,000",2025-07-03
Scroll for Shield for DEF 60%,"150,000","30,000",2025-07-03
Scroll for Shield for DEF 60%,"59,999","59,999",2025-07-03
Scroll for Shield for DEF 60%,"63,333","63,333",2025-07-03
Scroll for Shield for DEF 60%,"130,000","65,000",2025-07-03
Scroll for Shield for DEF 60%,"44,444","44,444",2025-06-30
Scroll for Shield for DEF 60%,"44,444","44,444",2025-06-30
Scroll for Shield for DEF 60%,"49,999","49,999",2025-06-30
Scroll for Shield for DEF 60%,"49,999","49,999",2025-06-30
Scroll for Shield for DEF 60%,"855,547","77,777",2025-06-30
Scroll for Shield for DEF 60%,"855,547","77,777",2025-06-30
Scroll for Shield for HP 10%,"3,813,312","158,888",2025-07-15
Scroll for Shield for HP 10%,"5,999,970","199,999",2025-07-15
Scroll for Shield for HP 10%,"23,777,754","222,222",2025-07-12
Scroll for Shield for HP 10%,"200,000","100,000",2025-07-06
Scroll for Shield for HP 10%,"200,000","100,000",2025-07-06
Scroll for Shield for HP 60%,"294,440","58,888",2025-07-15
Scroll for Shield for HP 60%,"630,000","90,000",2025-07-15
Scroll for Shield for HP 60%,"2,999,970","99,999",2025-07-15
Scroll for Shield for HP 60%,"239,996","59,999",2025-07-12
Scroll for Shield for HP 60%,"239,996","59,999",2025-07-12
Scroll for Shield for HP 60%,"327,775","65,555",2025-07-12
Scroll for Shield for HP 60%,"3,999,980","199,999",2025-07-06
Scroll for Shield for HP 60%,"88,888","88,888",2025-07-05
Scroll for Shield for HP 60%,"359,996","89,999",2025-07-05
Scroll for Shield for HP 60%,"93,333","93,333",2025-07-05
Scroll for Shield for HP 60%,"184,999","184,999",2025-07-05
Scroll for Shield for HP 60%,"9,999,900","99,999",2025-07-03
Scroll for Shield for HP 60%,"4,999,950","99,999",2025-07-03
"Scroll for Shield for HP 60%,","664,993","94,999",2025-07-05
Scroll for Shield for HP 60%:,"118,000","59,000",2025-07-12
Scroll for Shield for LUK 10%,"687,000","229,000",2025-06:30
Scroll for Shield for LUK 10%,"687,000","229,000",2025-06:30
Scroll for Shield for LUK 10%,"1,890,000","270,000",2025-06:30
Scroll for Shield for LUK 10%,"1,890,000","270,000",2025-06:30
Scroll for Shield for LUK 10%,"339,998","169,999",2025-07-15
Scroll for Shield for LUK 10%,"357,776","178,888",2025-07-15
Scroll for Shield for LUK 10%,"3,401,000","179,000",2025-07-15
Scroll for Shield for LUK 10%,"2,518,600","179,900",2025-07-15
Scroll for Shield for LUK 10%,"1,619,991","179,999",2025-07-15
Scroll for Shield for LUK 10%,"899,995","179,999",2025-07-15
Scroll for Shield for LUK 10%,"1,080,000","180,000",2025-07-15
Scroll for Shield for LUK 10%,"900,000","180,000",2025-07-15
Scroll for Shield for LUK 10%,"449,997","149,999",2025-07-14
Scroll for Shield for LUK 10%,"539,997","179,999",2025-07-14
Scroll for Shield for LUK 10%,"540,000","180,000",2025-07-14
Scroll for Shield for LUK 10%,"360,000","180,000",2025-07-14
Scroll for Shield for LUK 10%,"949,995","189,999",2025-07-14
Scroll for Shield for LUK 10%,"2,970,000","198,000",2025-07-14
Scroll for Shield for LUK 10%,"397,998","198,999",2025-07-14
Scroll for Shield for LUK 10%,"199,999","199,999",2025-07-14
Scroll for Shield for LUK 10%,"179,999","179,999",2025-07-13
Scroll for Shield for LUK 10%,"799,996","199,999",2025-07-13
Scroll for Shield for LUK 10%,"200,000","200,000",2025-07-13
Scroll for Shield for LUK 10%,"200,000","200,000",2025-07-13
Scroll for Shield for LUK 10%,"2,639,988","219,999",2025-07-13
Scroll for Shield for LUK 10%,"229,999","229,999",2025-07-13
Scroll for Shield for LUK 10%,"690,000","230,000",2025-07-13
Scroll for Shield for LUK 10%,"460,000","230,000",2025-07-13
Scroll for Shield for LUK 10%,"2,846,388","237,199",2025-07-13
Scroll for Shield for LUK 10%,"2,371,990","237,199",2025-07-13
Scroll for Shield for LUK 10%,"175,555","175,555",2025-07-12
Scroll for Shield for LUK 10%,"188,888","188,888",2025-07-12
Scroll for Shield for LUK 10%,"222,222","222,222",2025-07-12
Scroll for Shield for LUK 10%,"440,000","220,000",2025-07-07
Scroll for Shield for LUK 10%,"915,552","228,888",2025-07-07
Scroll for Shield for LUK 10%,"3,219,986","229,999",2025-07-07
Scroll for Shield for LUK 10%,"1,150,000","230,000",2025-07-07
Scroll for Shield for LUK 10%,"239,999","239,999",2025-07-07
Scroll for Shield for LUK 10%,"720,000","240,000",2025-07-07
Scroll for Shield for LUK 10%,"249,999","249,999",2025-07-07
Scroll for Shield for LUK 10%,"500,000","250,000",2025-07-07
Scroll for Shield for LUK 10%,"250,000","250,000",2025-07-07
Scroll for Shield for LUK 10%,"260,000","260,000",2025-07-07
Scroll for Shield for LUK 10%,"290,000","145,000",2025-07-06
Scroll for Shield for LUK 10%,"460,000","230,000",2025-07-06
Scroll for Shield for LUK 10%,"230,000","230,000",2025-07-06
Scroll for Shield for LUK 10%,"233,333","233,333",2025-07-06
Scroll for Shield for LUK 10%,"779,997","259,999",2025-07-06
Scroll for Shield for LUK 10%,"1,199,992","299,998",2025-07-06
Scroll for Shield for LUK 10%,"1,499,995","299,999",2025-07-06
Scroll for Shield for LUK 10%,"899,997","299,999",2025-07-06
Scroll for Shield for LUK 10%,"1,500,000","300,000",2025-07-06
Scroll for Shield for LUK 10%,"300,000","300,000",2025-07-06
Scroll for Shield for LUK 10%,"1,300,000","325,000",2025-07-06
Scroll for Shield for LUK 10%,"2,970,000","330,000",2025-07-06
Scroll for Shield for LUK 10%,"8,049,977","349,999",2025-07-06
Scroll for Shield for LUK 10%,"3,849,989","349,999",2025-07-06
Scroll for Shield for LUK 10%,"7,999,980","399,999",2025-07-06
Scroll for Shield for LUK 10%,"3,599,991","399,999",2025-07-06
Scroll for Shield for LUK 10%,"660,000","220,000",2025-07-05
Scroll for Shield for LUK 10%,"249,999","249,999",2025-07-04
Scroll for Shield for LUK 10%,"250,000","250,000",2025-07-04
Scroll for Shield for LUK 10%,"399,996","99,999",2025-07-03
Scroll for Shield for LUK 10%,"222,222","222,222",2025-07-03
Scroll for Shield for LUK 10%,"840,000","280,000",2025-07-03
Scroll for Shield for LUK 10%,"577,766","288,883",2025-07-03
Scroll for Shield for LUK 10%,"866,664","288,888",2025-07-03
Scroll for Shield for LUK 10%,"1,195,552","298,888",2025-07-03
Scroll for Shield for LUK 10%,"1,798,800","299,800",2025-07-03
Scroll for Shield for LUK 10%,"299,990","299,990",2025-07-03
Scroll for Shield for LUK 10%,"3,899,987","299,999",2025-07-03
Scroll for Shield for LUK 10%,"599,998","299,999",2025-07-03
Scroll for Shield for LUK 10%,"599,998","299,999",2025-07-03
Scroll for Shield for LUK 10%,"1,500,000","300,000",2025-07-03
Scroll for Shield for LUK 10%,"300,000","300,000",2025-07-03
Scroll for Shield for LUK 10%,"300,000","300,000",2025-07-03
Scroll for Shield for LUK 10%,"610,000","305,000",2025-07-03
Scroll for Shield for LUK 10%,"18,828,626","308,666",2025-07-03
Scroll for Shield for LUK 10%,"230,000","230,000",2025-06-30
Scroll for Shield for LUK 10%,"230,000","230,000",2025-06-30
Scroll for Shield for LUK 10%,"299,998","299,998",2025-06-30
Scroll for Shield for LUK 10%,"299,998","299,998",2025-06-30
Scroll for Shield for LUK 100%,"25,000,000","250,000",2025-06:30
Scroll for Shield for LUK 100%,"25,000,000","250,000",2025-06:30
Scroll for Shield for LUK 100%,"6,689,998","3,344,999",2025-06:30
Scroll for Shield for LUK 100%,"6,689,998","3,344,999",2025-06:30
Scroll for Shield for LUK 100%,"6,999,998","3,499,999",2025-06:30
Scroll for Shield for LUK 100%,"6,999,998","3,499,999",2025-06:30
Scroll for Shield for LUK 100%,"6,999,998","3,499,999",2025-06:30
Scroll for Shield for LUK 100%,"6,999,998","3,499,999",2025-06:30
Scroll for Shield for LUK 100%,"3,499,999","3,499,999",2025-06:30
Scroll for Shield for LUK 100%,"3,499,999","3,499,999",2025-06:30
Scroll for Shield for LUK 100%,"28,900,000","170,000",2025-07-15
Scroll for Shield for LUK 100%,"3,422,216","488,888",2025-07-15
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-15
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-15
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-15
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-15
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-15
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-15
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-15
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-15
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-15
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-15
Scroll for Shield for LUK 100%,"3,500,000","3,500,000",2025-07-15
Scroll for Shield for LUK 100%,"3,500,000","3,500,000",2025-07-15
Scroll for Shield for LUK 100%,"10,799,946","199,999",2025-07-14
Scroll for Shield for LUK 100%,"9,999,999","3,333,333",2025-07-14
Scroll for Shield for LUK 100%,"9,999,999","3,333,333",2025-07-14
Scroll for Shield for LUK 100%,"9,999,999","3,333,333",2025-07-14
Scroll for Shield for LUK 100%,"9,999,999","3,333,333",2025-07-14
Scroll for Shield for LUK 100%,"9,999,999","3,333,333",2025-07-14
Scroll for Shield for LUK 100%,"9,999,999","3,333,333",2025-07-14
Scroll for Shield for LUK 100%,"9,999,999","3,333,333",2025-07-14
Scroll for Shield for LUK 100%,"9,999,999","3,333,333",2025-07-14
Scroll for Shield for LUK 100%,"9,999,999","3,333,333",2025-07-14
Scroll for Shield for LUK 100%,"9,999,999","3,333,333",2025-07-14
Scroll for Shield for LUK 100%,"9,999,999","3,333,333",2025-07-14
Scroll for Shield for LUK 100%,"9,999,999","3,333,333",2025-07-14
Scroll for Shield for LUK 100%,"9,999,999","3,333,333",2025-07-14
Scroll for Shield for LUK 100%,"9,999,999","3,333,333",2025-07-14
Scroll for Shield for LUK 100%,"9,999,999","3,333,333",2025-07-14
Scroll for Shield for LUK 100%,"9,999,999","3,333,333",2025-07-14
Scroll for Shield for LUK 100%,"6,666,666","3,333,333",2025-07-14
Scroll for Shield for LUK 100%,"3,333,333","3,333,333",2025-07-14
Scroll for Shield for LUK 100%,"149,999","149,999",2025-07-12
Scroll for Shield for LUK 100%,"316,000","79,000",2025-07-06
Scroll for Shield for LUK 100%,"79,000","79,000",2025-07-06
Scroll for Shield for LUK 100%,"559,300","79,900",2025-07-06
Scroll for Shield for LUK 100%,"559,300","79,900",2025-07-06
Scroll for Shield for LUK 100%,"159,000","159,000",2025-07-06
Scroll for Shield for LUK 100%,"189,999","189,999",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
Scroll for Shield for LUK 100%,"7,000,000","3,500,000",2025-07-06
